Feature dims,kernel,stride,padding,input channels,output channels,mean time,std deviation
28,3,1,1,64,64,473.6255,42.692447756260755
28,3,1,1,64,128,605.8367,20.74911347021844
28,3,1,1,64,256,914.4503,29.566552354236205
28,3,1,1,64,384,1323.28595,52.05893345903379
28,3,1,1,64,512,1771.9884,60.34345224794484
28,3,1,1,72,72,598.58045,25.257938667559756
28,3,1,1,72,144,775.1584,22.443402149453757
28,3,1,1,72,288,1093.13835,43.162710773213774
28,3,1,1,72,432,1706.8604,32.84197598292707
28,3,1,1,72,576,2179.5552000000002,44.13046607098208
28,3,1,1,80,80,639.34685,29.666800924292094
28,3,1,1,80,160,769.71385,27.18745158355036
28,3,1,1,80,320,1378.33035,30.19530050098419
28,3,1,1,80,480,1983.8496,42.437603136096655
28,3,1,1,80,640,2639.74625,63.279998416291
28,3,1,1,88,88,685.43845,33.36611747594291
28,3,1,1,88,176,958.22335,31.16326009611995
28,3,1,1,88,352,1651.6428,63.71029629139109
28,3,1,1,88,528,2430.7231,32.68116490048409
28,3,1,1,88,704,3141.4504,60.584634598308206
28,3,1,1,96,96,651.3781,42.53224639444638
28,3,1,1,96,192,974.0499,32.32314742019052
28,3,1,1,96,384,1884.7218,53.72060304419132
28,3,1,1,96,576,2744.03115,35.23038029625037
28,3,1,1,96,768,3668.0888,11.998397303499802
28,3,1,1,104,104,819.68115,37.62892342093275
28,3,1,1,104,208,1232.5472,37.67680581583594
28,3,1,1,104,416,2097.19365,44.755208071269514
28,3,1,1,104,624,3310.7208,45.81561752985662
28,3,1,1,104,832,4259.2771,33.71200675676882
28,3,1,1,112,112,874.3339,42.45710098428153
28,3,1,1,112,224,1268.30915,41.2459816853332
28,3,1,1,112,448,2416.094,41.96314469677058
28,3,1,1,112,672,3658.307,25.083477900381965
28,3,1,1,112,896,4965.3132,37.54089896380377
28,3,1,1,120,120,928.1962,47.37291639367479
28,3,1,1,120,240,1525.63825,44.75691032663942
28,3,1,1,120,480,2849.4893,69.29316140716917
28,3,1,1,120,720,4255.9133,25.769784785777038
28,3,1,1,120,960,5565.18405,40.053355548338025
28,3,1,1,240,240,2812.0449,68.19490317727481
28,3,1,1,240,480,5266.3737,39.8246015503244
28,3,1,1,240,960,10495.6353,28.372994122654866
28,3,1,1,240,1440,15413.2081,38.27698970991075
28,3,1,1,240,1920,20874.54775,49.42578063049906
28,3,1,1,360,360,6234.3355,88.38101273850741
28,3,1,1,360,720,11618.37335,15.886664577480479
28,3,1,1,360,1440,22591.78655,41.6833074900872
28,3,1,1,360,2160,34147.3692,386.1450797896401
28,3,1,1,360,2880,44879.8597,266.24572750258176
14,3,1,1,3,3,134.05475,15.218531888094445
14,3,1,1,3,6,130.777,2.688242509423894
14,3,1,1,3,12,139.73435,2.6869692038859645
14,3,1,1,3,18,148.3533,3.447262683713892
14,3,1,1,3,24,238.696,4.958210320160626
14,3,1,1,16,16,304.9144,4.065428913734881
14,3,1,1,16,32,336.17445,5.104769322846408
14,3,1,1,16,64,341.4502,5.361950259884333
14,3,1,1,16,96,345.8499,6.253384876251126
14,3,1,1,16,128,349.0633,6.563223182007603
14,3,1,1,24,24,322.12365,6.1108273733465985
14,3,1,1,24,48,399.56295,5.0907825525520565
14,3,1,1,24,96,354.0193,5.293692712732962
14,3,1,1,24,144,423.3886,8.626806168779057
14,3,1,1,24,192,374.23015,9.475408349900732
14,3,1,1,32,32,343.57765,5.308675484277443
14,3,1,1,32,64,351.56444999999997,5.4926674228848995
14,3,1,1,32,128,367.1174,5.479913055399411
14,3,1,1,32,192,389.5474,6.191641992914408
14,3,1,1,32,256,408.3828,7.976521459224798
14,3,1,1,40,40,391.1993,5.915966558924746
14,3,1,1,40,80,423.1553,5.531446295119347
14,3,1,1,40,160,393.5212,7.608237624270709
14,3,1,1,40,240,482.05039999999997,10.34002749869091
14,3,1,1,40,320,456.4487,22.865379155073352
14,3,1,1,48,48,414.66325,7.4306619587178675
14,3,1,1,48,96,376.69835,7.284656053543023
14,3,1,1,48,192,417.35425,7.094539915908645
14,3,1,1,48,288,466.3537,13.900429103940803
14,3,1,1,48,384,510.5353,19.281220430089054
14,3,1,1,56,56,435.68105,8.007215873822808
14,3,1,1,56,112,452.0939,12.77049511837427
14,3,1,1,56,224,451.33695,12.335307584648813
14,3,1,1,56,336,577.6447499999999,17.011411661695927
14,3,1,1,56,448,587.9921,30.14654836644697
14,3,1,1,64,64,371.1092,10.516358097844764
14,3,1,1,64,128,405.91655000000003,10.872339938311839
14,3,1,1,64,256,486.308,16.73643303190912
14,3,1,1,64,384,571.22075,30.23128346749615
14,3,1,1,64,512,668.34625,44.19256426008315
14,3,1,1,72,72,437.6834,13.4204083489524
14,3,1,1,72,144,498.3313,17.123330010313556
14,3,1,1,72,288,534.83145,30.13134587011898
14,3,1,1,72,432,710.78935,44.81286834131817
14,3,1,1,72,576,805.92375,51.53811782899394
14,3,1,1,80,80,464.47655,16.29870085063289
14,3,1,1,80,160,455.85025,14.17503096023723
14,3,1,1,80,320,580.90095,44.98922153311016
14,3,1,1,80,480,726.9155,44.1468608641418
14,3,1,1,80,640,981.8037,53.260870288658104
14,3,1,1,88,88,490.1484,20.245693645810224
14,3,1,1,88,176,544.98775,18.52279176376187
14,3,1,1,88,352,640.59925,51.09613404664935
14,3,1,1,88,528,951.48615,44.80820252009198
14,3,1,1,88,704,1165.42425,78.58720328726018
14,3,1,1,96,96,426.00385,20.207795343889604
14,3,1,1,96,192,508.14535,27.61659004499214
14,3,1,1,96,384,696.3569,54.756081151248445
14,3,1,1,96,576,1018.67795,50.422285321049934
14,3,1,1,96,768,1392.53525,76.46112612637322
14,3,1,1,104,104,496.3741,26.69353539500174
14,3,1,1,104,208,613.93825,36.95500644649553
14,3,1,1,104,416,801.7447000000001,71.56134602901356
14,3,1,1,104,624,1266.86405,90.49720809853173
14,3,1,1,104,832,1613.28265,71.91283930548369
14,3,1,1,112,112,526.43415,32.20102294922191
14,3,1,1,112,224,575.28295,37.356634652713495
14,3,1,1,112,448,909.72265,79.72977795639666
14,3,1,1,112,672,1404.045,80.06157838090694
14,3,1,1,112,896,1877.1791,70.54495429970434
14,3,1,1,120,120,549.4198,35.459358007071756
14,3,1,1,120,240,681.31585,46.58185514969152
14,3,1,1,120,480,1041.3935000000001,57.909946349119444
14,3,1,1,120,720,1663.3843,69.61971461038587
14,3,1,1,120,960,2163.78785,54.40140249282961
14,3,1,1,240,240,1105.448,92.38401360568143
14,3,1,1,240,480,2074.40335,69.9557502164385
14,3,1,1,240,960,4270.6436,55.454856285279924
14,3,1,1,240,1440,6209.9752,59.786993594012664
14,3,1,1,240,1920,8536.457550000001,45.888518312232776
14,3,1,1,360,360,2493.4509,79.4453256601837
14,3,1,1,360,720,4728.7277,59.383878265950855
14,3,1,1,360,1440,9148.24725,45.27181617841399
14,3,1,1,360,2160,13955.18335,78.4227562504895
14,3,1,1,360,2880,18158.977899999998,237.7919034841618
7,3,1,1,3,3,131.849,14.1761594643223
7,3,1,1,3,6,128.39765,2.7650573283292657
7,3,1,1,3,12,136.3942,2.6612843871848217
7,3,1,1,3,18,144.71175,3.433816763572206
7,3,1,1,3,24,233.61895,3.9858540717867372
7,3,1,1,16,16,282.7735,3.1955778737762666
7,3,1,1,16,32,314.21225,3.9355816646937583
7,3,1,1,16,64,315.33355,4.418357559510575
7,3,1,1,16,96,318.1675,5.704513526931751
7,3,1,1,16,128,319.3243,6.816868250697557
7,3,1,1,24,24,300.1626,3.912820323527594
7,3,1,1,24,48,366.88845,4.767412588274918
7,3,1,1,24,96,321.95255,4.6340066155712245
7,3,1,1,24,144,374.5833,7.481145015795943
7,3,1,1,24,192,328.95205,8.398309162375615
7,3,1,1,32,32,314.9932,4.041600967308314
7,3,1,1,32,64,320.7007,4.043678954146892
7,3,1,1,32,128,324.40115,5.307159149627391
7,3,1,1,32,192,333.9198,6.675998562013026
7,3,1,1,32,256,339.40345,10.725269352402258
7,3,1,1,40,40,355.59195,4.539020697474869
7,3,1,1,40,80,374.81095,4.883906875216757
7,3,1,1,40,160,334.75185,9.791054167614323
7,3,1,1,40,240,395.71425,14.907704951943833
7,3,1,1,40,320,358.249,15.29960333507134
7,3,1,1,48,48,373.5232,5.0692461767012205
7,3,1,1,48,96,329.1591,5.852171768713414
7,3,1,1,48,192,344.91695,9.529261635255786
7,3,1,1,48,288,360.39805,10.861204103427749
7,3,1,1,48,384,374.08975,11.397277162712324
7,3,1,1,56,56,391.15035,6.523701929966804
7,3,1,1,56,112,385.27345,8.47431621507941
7,3,1,1,56,224,356.63115,10.067288132597415
7,3,1,1,56,336,428.7345,14.15461295274813
7,3,1,1,56,448,401.80415,33.315480685292606
7,3,1,1,64,64,327.6164,8.129512747747516
7,3,1,1,64,128,340.6335,10.671428930609652
7,3,1,1,64,256,366.6849,17.718144107695167
7,3,1,1,64,384,395.51550000000003,25.17586687056101
7,3,1,1,64,512,427.50735000000003,40.591729278492444
7,3,1,1,72,72,372.34455,9.02810963762333
7,3,1,1,72,144,401.5084,14.82760333900754
7,3,1,1,72,288,385.026,24.414482002976932
7,3,1,1,72,432,476.98115,41.292057800470154
7,3,1,1,72,576,471.2428,48.47153021875178
7,3,1,1,80,80,392.28375,13.85873763855173
7,3,1,1,80,160,357.7577,18.708431772303825
7,3,1,1,80,320,404.23355,39.96743082939696
7,3,1,1,80,480,450.3634,42.15784004678758
7,3,1,1,80,640,531.34745,64.04873721050656
7,3,1,1,88,88,411.74745,16.245526874140506
7,3,1,1,88,176,420.20215,18.975831507403523
7,3,1,1,88,352,425.1582,44.863804403292
7,3,1,1,88,528,557.11465,71.87617647350199
7,3,1,1,88,704,629.82015,98.9798359392218
7,3,1,1,96,96,349.04515,16.254705664498307
7,3,1,1,96,192,379.34454999999997,25.685254462178133
7,3,1,1,96,384,443.3745,54.07700713894271
7,3,1,1,96,576,562.7856,63.00605769155517
7,3,1,1,96,768,792.8214,89.88632917506655
7,3,1,1,104,104,391.10025,21.30111699535965
7,3,1,1,104,208,443.20315,26.195319938121113
7,3,1,1,104,416,482.93870000000004,70.34706931770133
7,3,1,1,104,624,718.20625,101.6186541318364
7,3,1,1,104,832,913.8421,94.31233023975511
7,3,1,1,112,112,412.5424,24.896054384918962
7,3,1,1,112,224,402.44595,37.60935483077105
7,3,1,1,112,448,530.0044,80.50573336261604
7,3,1,1,112,672,790.24125,90.96698384976655
7,3,1,1,112,896,1097.4774,82.15923430394496
7,3,1,1,120,120,430.8831,28.726362341199664
7,3,1,1,120,240,466.7192,46.018101228698434
7,3,1,1,120,480,581.441,69.08329041625655
7,3,1,1,120,720,960.8242,104.03352648297665
7,3,1,1,120,960,1270.61985,64.89689580466525
7,3,1,1,240,240,636.2741,101.11652151271609
7,3,1,1,240,480,1264.5517,88.7826020510657
7,3,1,1,240,960,2738.7662,75.87120977481989
7,3,1,1,240,1440,3995.88115,74.83434692303632
7,3,1,1,240,1920,5674.1885,65.96801237322279
7,3,1,1,360,360,1507.3851,88.44371767097518
7,3,1,1,360,720,3033.50425,86.7668429842906
7,3,1,1,360,1440,6019.6567,91.98377400452644
7,3,1,1,360,2160,9156.9493,90.98007620937159
7,3,1,1,360,2880,11830.657650000001,276.4395194168109
